LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
ФОП,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,UA59040000000045652,ОХТИРСЬКИЙ РАЙОН,UA59040130000041676,ТРОСТЯНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",1.7458999999999998,3
ФОП,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,UA59040000000045652,ОХТИРСЬКИЙ РАЙОН,UA59040130000041676,ТРОСТЯНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,0.1933,2
ФОП,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,UA59100000000036457,ШОСТКИНСЬКИЙ РАЙОН,UA59100170000093676,ШОСТКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,01.01 Для ведення товарного сільськогосподарського виробництва,0.5253,1
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060170000051011,ЗАЛІЩИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,5.1768,4
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060370000081851,ТОВСТЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,4.2886,2
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61040000000090285,ТЕРНОПІЛЬСЬКИЙ РАЙОН,UA61040050000096355,БІЛЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,3.858,3
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61040000000090285,ТЕРНОПІЛЬСЬКИЙ РАЙОН,UA61040070000079091,ВЕЛИКОБЕРЕЗОВИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,0.0028,1
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060010000070653,БІЛОБОЖНИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.62,1
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060050000068464,БОРЩІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.0415,1
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060170000051011,ЗАЛІЩИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,17.4987,6
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060370000081851,ТОВСТЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,85.94619999999999,47
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060170000051011,ЗАЛІЩИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,65.6585,2
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060370000081851,ТОВСТЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,116.85730000000001,5
ФОП,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,UA61060000000068766,ЧОРТКІВСЬКИЙ РАЙОН,UA61060370000081851,ТОВСТЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,0.348,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63120000000091135,ХАРКІВСЬКИЙ РАЙОН,UA63120170000093573,НОВОВОДОЛАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,9.6294,6
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63040000000023521,ІЗЮМСЬКИЙ РАЙОН,UA63040030000052515,БАРВІНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.65,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63100000000059237,ЛОЗІВСЬКИЙ РАЙОН,UA63100050000079487,ЛОЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,2.0,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63120000000091135,ХАРКІВСЬКИЙ РАЙОН,UA63120170000093573,НОВОВОДОЛАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,7.0,4
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63040000000023521,ІЗЮМСЬКИЙ РАЙОН,UA63040030000052515,БАРВІНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.1,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63120000000091135,ХАРКІВСЬКИЙ РАЙОН,UA63120170000093573,НОВОВОДОЛАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63100000000059237,ЛОЗІВСЬКИЙ РАЙОН,UA63100050000079487,ЛОЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,28.770699999999998,5
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63100000000059237,ЛОЗІВСЬКИЙ РАЙОН,UA63100050000079487,ЛОЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.03 Для ведення особистого селянського господарства,2.0,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63040000000023521,ІЗЮМСЬКИЙ РАЙОН,UA63040030000052515,БАРВІНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,47.0,3
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63100000000059237,ЛОЗІВСЬКИЙ РАЙОН,UA63100050000079487,ЛОЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,38.1621,7
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63100000000059237,ЛОЗІВСЬКИЙ РАЙОН,UA63100050000079487,ЛОЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,2.0,1
ФОП,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,UA63120000000091135,ХАРКІВСЬКИЙ РАЙОН,UA63120170000093573,НОВОВОДОЛАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,03.07 Для будівництва та обслуговування будівель торгівлі,0.0258,1
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65080000000090947,СКАДОВСЬКИЙ РАЙОН,UA65080170000067222,ЧУЛАКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,35.6278,16
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,5.931,1
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65080000000090947,СКАДОВСЬКИЙ РАЙОН,UA65080170000067222,ЧУЛАКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,7.43,4
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020170000056973,НОВООЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,89.1158,16
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,1.0,1
ФОП,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",2.9952,1
ФОП,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040030000027335,ВIЙТОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,2.0,1
ФОП,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040330000086970,РОЗСОШАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,2.0,1
ФОП,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020050000040518,ДУНАЄВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,54.5947,1
ФОП,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040370000082743,СОЛОБКОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,181.3235,11
